START TIME: 01/08/2020 08:49:50.265 AM,,,,,,,
FINISH TIME: 01/08/2020 09:20:42.295 AM,,,,,,,
#DATA: 1,,,,,,,
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T],,,,,,,
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
1,0,0,-0.000454874,6.58E-09,0,GOOD,GOOD
1,0,0,-0.001005136,6.56E-09,17.27,GOOD,GOOD
1,0,0,-0.002057061,6.47E-09,34.52,GOOD,GOOD
1,0,0,-0.003158415,6.45E-09,51.79,GOOD,GOOD
1,0,0,-0.004303752,6.45E-09,69.06,GOOD,GOOD
1,0,0,-0.005508194,6.43E-09,86.33,GOOD,GOOD
1,0,0,-0.006774172,6.34E-09,103.6,GOOD,GOOD
1,0,0,-0.008091393,6.25E-09,120.88,GOOD,GOOD
1,0,0,-0.009478836,6.19E-09,138.16,GOOD,GOOD
1,0,0,-0.010923197,6.15E-09,155.44,GOOD,GOOD
1,0,0,-0.012441434,6.08E-09,172.73,GOOD,GOOD
1,0,0,-0.014027225,5.99E-09,190.02,GOOD,GOOD
1,0,0,-0.015690122,5.88E-09,207.31,GOOD,GOOD
1,0,0,-0.017425449,5.79E-09,224.61,GOOD,GOOD
1,0,0,-0.01924836,5.71E-09,241.91,GOOD,GOOD
1,0,0,-0.021158442,5.59E-09,259.2,GOOD,GOOD
1,0,0,-0.02315001,5.45E-09,276.51,GOOD,GOOD
1,0,0,-0.02524895,5.28E-09,293.82,GOOD,GOOD
1,0,0,-0.027433005,5.13E-09,311.14,GOOD,GOOD
1,0,0,-0.029726517,4.92E-09,328.46,GOOD,GOOD
1,0,0,-0.032127898,4.75E-09,345.78,GOOD,GOOD
1,0,0,-0.034640957,4.55E-09,363.11,GOOD,GOOD
1,0,0,-0.037269563,4.31E-09,380.45,GOOD,GOOD
1,0,0,-0.040028058,4.16E-09,397.79,GOOD,GOOD
1,0,0,-0.042910143,3.97E-09,415.14,GOOD,GOOD
1,0,0,-0.04592726,3.78E-09,432.49,GOOD,GOOD
1,0,0,-0.049097556,3.58E-09,449.85,GOOD,GOOD
1,0,0,-0.05241151,3.41E-09,467.22,GOOD,GOOD
1,0,0,-0.055875527,3.24E-09,484.59,GOOD,GOOD
1,0,0,-0.059505235,3.06E-09,501.97,GOOD,GOOD
1,0,0,-0.063310953,2.88E-09,519.36,GOOD,GOOD
1,0,0,-0.06728562,2.73E-09,536.76,GOOD,GOOD
1,0,0,-0.071455612,2.63E-09,554.16,GOOD,GOOD
1,0,0,-0.075816833,2.47E-09,571.57,GOOD,GOOD
1,0,0,-0.080390349,2.30E-09,588.99,GOOD,GOOD
1,0,0,-0.085171,2.20E-09,606.42,GOOD,GOOD
1,0,0,-0.090179727,2.11E-09,623.86,GOOD,GOOD
1,0,0,-0.09542717,1.99E-09,641.31,GOOD,GOOD
1,0,0,-0.100924085,1.97E-09,658.77,GOOD,GOOD
1,0,0,-0.106682721,1.86E-09,676.24,GOOD,GOOD
1,0,0,-0.112705551,1.73E-09,693.73,GOOD,GOOD
1,0,0,-0.119013171,1.61E-09,711.23,GOOD,GOOD
1,0,0,-0.125620879,1.59E-09,728.74,GOOD,GOOD
1,0,0,-0.13253003,1.47E-09,746.27,GOOD,GOOD
1,0,0,-0.139775583,1.38E-09,763.81,GOOD,GOOD
1,0,0,-0.147356354,1.35E-09,781.37,GOOD,GOOD
1,0,0,-0.155292615,1.22E-09,798.94,GOOD,GOOD
1,0,0,-0.163606499,1.12E-09,816.53,GOOD,GOOD
1,0,0,-0.172313571,1.06E-09,834.13,GOOD,GOOD
1,0,0,-0.18142637,9.08E-10,851.75,GOOD,GOOD
1,0,0,-0.190968985,9.00E-10,869.39,GOOD,GOOD
1,0,0,-0.20095627,7.31E-10,887.05,GOOD,GOOD
1,0,0,-0.211414965,6.64E-10,904.75,GOOD,GOOD
1,0,0,-0.222363021,5.80E-10,922.5,GOOD,GOOD
1,0,0,-0.233833852,4.36E-10,940.29,GOOD,GOOD
1,0,0,-0.245841832,3.48E-10,958.13,GOOD,GOOD
1,0,0,-0.258413375,2.11E-10,976.02,GOOD,GOOD
1,0,0,-0.271584801,9.80E-11,993.96,GOOD,GOOD
1,0,0,-0.285361862,-1.01E-11,1011.96,GOOD,GOOD
1,0,0,-0.299796442,-1.57E-10,1030.02,GOOD,GOOD
1,0,0,-0.314907103,-2.92E-10,1048.13,GOOD,GOOD
1,0,0,-0.330729823,-4.47E-10,1066.31,GOOD,GOOD
1,0,0,-0.347301831,-5.76E-10,1084.55,GOOD,GOOD
1,0,0,-0.364649965,-7.53E-10,1102.86,GOOD,GOOD
1,0,0,-0.382811404,-9.24E-10,1121.25,GOOD,GOOD
1,0,0,-0.401838238,-1.10E-09,1139.71,GOOD,GOOD
1,0,0,-0.421752126,-1.23E-09,1158.25,GOOD,GOOD
1,0,0,-0.442608572,-1.46E-09,1176.87,GOOD,GOOD
1,0,0,-0.464445768,-1.65E-09,1195.58,GOOD,GOOD
1,0,0,-0.487302763,-1.87E-09,1214.38,GOOD,GOOD
1,0,0,-0.511246103,-2.00E-09,1233.28,GOOD,GOOD
1,0,0,-0.536317366,-2.20E-09,1252.28,GOOD,GOOD
1,0,0,-0.5625668,-2.37E-09,1271.38,GOOD,GOOD
1,0,0,-0.590048826,-2.66E-09,1290.6,GOOD,GOOD
1,0,0,-0.618822855,-2.81E-09,1309.93,GOOD,GOOD
1,0,0,-0.648954699,-3.02E-09,1329.38,GOOD,GOOD
1,0,0,-0.680502795,-3.23E-09,1348.96,GOOD,GOOD
1,0,0,-0.713546892,-3.42E-09,1368.67,GOOD,GOOD
1,0,0,-0.7481372,-3.66E-09,1388.52,GOOD,GOOD
1,0,0,-0.784361367,-3.82E-09,1408.51,GOOD,GOOD
1,0,0,-0.822288321,-4.02E-09,1428.65,GOOD,GOOD
1,0,0,-0.862000901,-4.22E-09,1448.95,GOOD,GOOD
1,0,0,-0.903579957,-4.38E-09,1469.42,GOOD,GOOD
1,0,0,-0.947120647,-4.56E-09,1490.06,GOOD,GOOD
1,0,0,-0.992713089,-4.72E-09,1510.88,GOOD,GOOD
1,0,0,-1.040475644,-4.89E-09,1531.9,GOOD,GOOD
1,0,0,-1.090493888,-5.06E-09,1553.12,GOOD,GOOD
1,0,0,-1.142872715,-5.18E-09,1574.54,GOOD,GOOD
1,0,0,-1.197716521,-5.33E-09,1596.18,GOOD,GOOD
1,0,0,-1.25510603,-5.41E-09,1618.05,GOOD,GOOD
1,0,0,-1.315207856,-5.56E-09,1640.16,GOOD,GOOD
1,0,0,-1.378130094,-5.72E-09,1662.52,GOOD,GOOD
1,0,0,-1.444000913,-5.84E-09,1685.15,GOOD,GOOD
1,0,0,-1.512988964,-5.96E-09,1708.05,GOOD,GOOD
1,0,0,-1.585204391,-6.04E-09,1731.24,GOOD,GOOD
1,0,0,-1.660833521,-6.09E-09,1754.74,GOOD,GOOD
1,0,0,-1.74002501,-6.19E-09,1778.55,GOOD,GOOD
1,0,0,-1.822939099,-6.28E-09,1802.69,GOOD,GOOD
1,0,0,-1.909745663,-6.35E-09,1827.18,GOOD,GOOD
1,0,0,-2.000643951,-6.37E-09,1852.03,GOOD,GOOD